"class","tna","c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
0,-8.38516952125434,63.1503656602321,81.8259743216719,101.1050916916,-68.333203509719,-46.6791893114742,-26.9364121186068,-15.7867907889129,3.05980657419716,23.3462316314811,15.2916069230121,32.5774025943113,53.5804233858424
0,-0.411725803962072,63.6796084286947,82.3210259928879,102.717216105473,-66.495710163703,-43.4549548197225,-25.8976559130102,-15.308371671144,2.735382881349,22.765473931215,12.7091864910472,31.6038619579549,54.0025584257431
0,-2.65512229450877,63.7643669528683,83.9729176426645,102.093196401648,-63.9937963483637,-46.4824303559534,-24.2784389456335,-15.5079312624192,3.07446039059127,22.6709771942213,10.5388778757105,31.3264116399899,54.4859286120184
0,-0.373102503395849,59.4963374790643,81.1759637197603,102.146993529545,-66.2360192395321,-47.6939096446412,-26.5609501599328,-14.8763490841797,3.13560631748794,22.9773447018019,11.3521298303157,32.4198912416467,51.5684828700261
0,1.04873240913832,63.1525351639152,82.6872873839511,103.728682656216,-65.0271402206391,-46.681120427652,-24.9802850577123,-15.376667404867,2.92852065431533,22.9338996289857,11.8937078218908,32.2583381395287,55.5715312999991
0,-2.26207262996273,82.1044319033307,63.1169157579023,101.286041959324,-64.4624202767722,-23.9192435631813,-44.9996046830075,-17.0829837359656,3.09428310059704,23.2978124027813,11.2736356708274,32.0898793922696,53.3696834193708
0,1.30559564352432,63.0761108820559,82.0101399321742,102.570586678024,-64.0996669611872,-46.0336140251344,-27.6447379394474,-16.7492746072166,4.00224411021672,23.2946086080906,11.8402614569035,32.3822546283339,53.996635023268
0,-0.323180256389143,62.6291457463454,102.257550688454,81.4442205525141,-65.042407465031,-46.005505785832,-26.0265746320738,-17.4068337701758,3.16573434989252,22.6979420234469,12.1704611109267,33.7908395877277,53.1834266936291
1,-1.35401891388326,63.413093161291,81.695760916014,103.215791428789,-63.9955066093734,-47.2105814731651,-26.6571137657838,-15.3142489773927,22.2552409058961,3.36282602725434,12.7657337057606,31.8837614402132,53.5187612403251
0,-12.5882056598914,56.997902336488,100.145455744956,79.6613299772183,-66.0868483100409,-46.4869226587413,-25.5457117676176,-16.4243306539114,3.06552404976117,22.689085283203,6.21373721733642,29.0468355856234,47.3996863530858
0,-5.86228774180059,62.9151963168767,81.4039903903856,100.860683476165,-67.0852161509323,-43.4234652066239,-25.1456006376938,-16.9493354414829,2.91125528396729,23.2600803501778,8.41856777268505,31.2599421758125,50.6736652602555
1,0.0747505528483699,81.803946162989,101.726996123462,62.555284098325,-67.4310766899714,-45.1212083081447,-25.9452301507951,-15.555272251028,3.10851790473372,22.5241728735955,12.8650049720275,30.7417708233057,54.5403734633382
0,-2.7511264463777,62.4975562530918,81.4599582349554,102.670402872696,-66.3689337476176,-44.0306211772855,-25.6913409498256,-17.4265543351511,3.41340806590412,23.063214130686,9.72580210222489,31.5975164897486,50.1855450540713
0,0.36281547833655,62.9022022395258,81.4545185973335,102.545506313878,-65.9028704377149,-45.4797277933681,-25.229404348665,-16.0940921020166,3.81153433884348,22.4332071346043,13.1351239799782,32.7518771125729,53.5139471250068
0,-5.6548638028172,62.8966083130755,82.8103055506265,103.917712992545,-65.6088872828032,-46.014783254392,-25.1784262034647,-16.2469195852504,4.09910328981571,23.2746550856552,15.9341480606574,34.2897102788347,57.2555176714929
0,-2.08812142196363,62.1820670302227,101.169918033246,81.1851821278506,-63.6166553844743,-46.0234077993681,-23.2118030937287,-16.3985335380287,2.66452587972388,22.607318411502,11.4004107625333,31.9653595562672,51.5251919975502
1,0.188193500302019,62.7276862062369,81.4399092244159,102.50442101505,-65.2899700407032,-45.5752638587785,-23.7450296743923,-16.3962828311192,1.52252438878947,24.9774334359491,11.3383453355771,31.6075556513644,54.4948428525801
0,-1.83861221637636,62.9749502531008,81.6101466903979,101.489530193982,-66.3289299937376,-45.8008098710074,-24.6847618213095,-15.9278445773305,4.55422455742351,22.9910227591433,10.9160084394809,33.1572916619594,53.0668662027522
0,-19.9923001647025,63.0859500750686,81.5642363947089,102.312546633358,-66.5238574458455,-46.964671108777,-24.7437471650448,-16.8831086997665,3.08772612170071,22.6131670579976,4.24543227679805,28.2534133090578,48.4017884946513
1,-0.458583177804521,66.4376507140832,83.3969690357276,103.223471063587,-67.3968078766839,-46.9622616710163,-26.1905206094811,-14.441556922963,2.38086776049855,22.8175384765296,13.2503671145537,32.6692927754324,57.6087329310042
0,-6.34850136763731,63.4567379514259,81.7591469684096,100.44257407898,-66.2131912863732,-45.8692686494928,-26.4032931103216,-15.8266475546366,3.42728757969599,22.5008155356349,8.81719095630419,31.0536250449288,53.9660278839533
0,-1.22151153446209,64.5450868589733,82.6970507087141,102.296745044799,-65.2578985421627,-46.7553770860352,-23.9968864955521,-16.1381689109916,2.85008015840543,22.7419057567108,12.0940507092076,31.5465266865501,53.2586572905602
1,-2.62747000079424,62.8903844616581,81.4789086366156,101.398959702409,-65.47765340274,-46.811783336702,-24.8946701764085,-18.131981648117,2.97194988798103,20.716261548318,13.2656486734201,32.3876429986499,53.8684022478629
0,-1.01716468795173,59.0524943589162,80.9469904266994,100.223584979481,-65.5579457036876,-47.5805629225818,-25.0851795034229,-15.2583520306584,3.89621287036824,23.3276766999968,11.3411329146764,32.0032558277232,52.8583267011373
0,-11.5627185312367,60.4580724947257,80.7018356490565,100.508957387764,-65.6981284578303,-45.2711206784778,-24.9867723045222,-15.5607410697248,3.04481184169551,22.9051948663694,16.7859566462215,35.5308713529107,57.6914475302514
1,0.379342153006118,64.2024870976621,84.4779361281268,103.217242589422,-64.6084660960669,-45.8036254389822,-23.0588405219636,-15.8442765130803,2.46363968333166,22.7806023162193,11.9392312097557,32.6135728914745,55.2580486306573
0,-1.89071765638614,60.4090547015799,80.9819840941282,99.1307710739682,-65.904792039791,-47.3634125510979,-24.2973858960202,-16.4239836024888,3.0227588461243,22.5655784165306,10.4102958709779,32.320211592232,52.4627190962528
1,-0.345572151660031,63.1987855093906,81.5865370563921,104.224535808512,-64.0389476715168,-45.3662171605373,-25.71066631544,-16.0443007539671,23.0135964914117,2.91335195277211,10.8599909449258,32.8697194598263,50.8352667475872
1,-0.537381046258195,62.8934427230177,81.3825605806934,101.554334393307,-66.7346455181323,-44.4836554251875,-26.2243829480098,-16.4283117696142,2.85718361773544,22.6616492409871,11.2719282330239,32.0945794457505,53.4200737656596
0,1.00832375983585,62.7277021338974,83.2338124309324,103.649077863804,-66.7692906813039,-46.9179793847699,-24.7998735955857,-15.8147110670096,4.91405339950163,22.628793913464,11.5715815657578,31.3942993318766,51.6036080473433
1,0.474297652042859,62.4904528632024,81.3823686013637,102.626835697333,-67.3603324765966,-44.9287848344467,-26.2626095880757,-15.3878595051081,3.38823855479117,23.1887319368318,12.5595663432678,32.4353126057938,53.0776497097846
1,1.54496744131196,62.8211877094336,82.4790002425092,100.913551433474,-46.2894046612562,-67.6512341681441,-25.5622181088625,-16.146737821004,3.01067237061025,20.9344987462312,15.2863732671962,33.7203427074561,55.8617495254707
0,-2.6879850341824,60.7451380413474,82.1750637458762,100.655706028702,-66.3022170414611,-47.5520656419676,-24.9502329125921,-15.2759531101037,4.06273215980722,22.6000198065551,13.212898298823,32.5317405129424,54.7298654042217
1,0.126740758626502,65.3994719750528,82.7424971322294,102.981732962779,-64.7417342524723,-46.2581159162572,-23.8495259160967,-16.2899663236175,0.552689616352495,22.8249791552158,9.89955062563879,31.7604239725154,53.2379367198765
0,-4.58326989202937,62.4414335961027,82.2845203114686,102.503148768068,-64.6370339729064,-46.1165367983317,-23.2652913534384,-16.4995435926092,2.29240719684335,22.8754096628363,8.98972409043483,30.337141746244,51.781034862437
0,-2.07884529174578,64.4273066246326,84.1945853652792,102.596190307769,-64.3143170223476,-47.6371812589177,-25.6203224564391,-15.4402567345586,6.5708981875319,22.4998238299387,14.4770388604615,34.1738765650354,54.755226916363
0,-3.7069983609591,63.1139618206924,81.6651682194729,101.409777369997,-67.2701880192402,-45.9696578866807,-25.7437400892398,-19.4235104653449,2.41038675097748,23.1866155442321,9.77850987685449,30.2623815110986,52.5377536297728
1,0.470307328178341,61.6278525366282,81.9115987779958,102.634812712063,-45.3885265242952,-62.7282960398706,-21.5161671965438,-16.5540812141086,2.42858456726636,22.9036463410516,13.5504848209395,33.2915676898185,53.7331563671592
0,1.08287481192575,65.1892568570957,82.3659846727943,102.25746780957,-65.4975752388305,-42.3215721985205,-23.8502688432035,-15.6044991439569,2.79843197270989,22.8636096410383,13.0035952721632,31.7955175588354,54.1267792032339
1,0.40242592426935,64.9854414966602,84.0467716695816,104.692456664443,-64.6114089665973,-47.1243543128994,-23.1236018859181,-15.9164610089514,2.4468851602674,22.6248652305709,10.706185004737,31.6383473005102,54.5359819467152
0,-0.906748834926684,62.9202138422388,82.5880003023019,101.395802148644,-65.6089112282235,-46.8546319714892,-23.8393964308535,-16.5276772155332,7.85736309638142,22.7938476239507,11.346470390649,31.8782810109027,53.9680182070299
0,-2.8014924648433,63.2457623934702,82.5537646176035,103.130995471557,-64.6312987542676,-45.8905232776166,-24.2522878622934,-15.8781230438477,3.11517944267563,22.7592563920873,14.6947647087337,33.5296952855796,53.8295997649618
1,-0.209846020595186,64.9664516131906,83.9394265487464,102.971073981265,-62.5311988292271,-46.8731106886776,-21.7526374110224,-16.2502942623141,2.90527337229111,22.4493559749491,11.9495521753951,32.7324211691508,53.4410578665921
1,-0.245470922069363,62.3752816557635,81.2327536189322,100.898211555161,-48.2002548775126,-68.3464233309917,-26.1689426717246,-15.611910022458,5.87837002673115,22.3507396749789,10.7105453791693,31.4649622951663,51.1575413584138
0,-1.40170575966171,59.5404374259845,80.4483252215851,101.586563114075,-67.7443849976549,-46.0312906664954,-29.0824493770422,-16.8494128969997,2.87410186543676,23.0073169449469,10.8321444881654,32.7416592419298,53.3849574794542
0,-3.17980164523134,63.4562374425292,81.7530065179475,102.457998633729,-65.7509985862006,-46.4466023305007,-24.2198840326591,-16.3272132221093,3.0097159359251,23.371919677868,14.5276964485407,33.5391006622409,54.0864908461407
0,-0.836291802878077,60.8553228132561,81.1581927389348,100.938803200574,-65.4720344320093,-42.6384676673374,-25.6229266003921,-16.7847010542241,2.90746920150533,22.9410968713,12.4518401534903,33.2303941297832,54.1017158371212
0,-4.67896902532714,81.9723046052365,62.7556783672633,101.420052226042,-63.8374927885215,-45.3338807614699,-23.889433854276,-16.6059686385026,2.81554108435218,22.9475949895385,9.06185842485964,31.819232679206,49.5859902523512
0,0.256074794912554,62.8524552417416,81.4718177012682,102.251644544517,-65.641433682521,-46.6199523105374,-24.1065583751161,-17.9601456037681,2.87180731942318,22.4241082865126,12.7066260896582,33.181222146586,55.3903796234186
0,0.030498708066744,62.7353795580908,81.5648967252248,102.27327803093,-66.1062072236932,-24.7156086624739,-46.4435614769029,-15.9255638626875,2.82136047412102,22.6510447774359,10.4822196003026,32.1157638828453,53.793759602493
1,0.825428293353335,63.0350045397011,82.0964002967532,102.821728739425,-67.4184878827322,-43.1994765574295,-26.105746041538,-15.6642784256763,2.96045570905904,22.7423700157808,11.8708589403323,33.4135960633575,51.8564179911882
1,-0.980051793616105,63.4373593123068,82.8082219852038,102.421045643226,-68.3436284620035,-47.068343571601,-27.8038414783585,-15.7714258288127,3.04219185702991,23.1663509365024,12.193594591701,32.3678630335003,55.2800175675511
0,1.43403274434636,63.0728336907052,81.6168677635504,101.70797725499,-64.6205526059104,-46.7101118160821,-25.4950100675021,-15.8738931859079,2.69501794971517,23.2388429233568,11.670866177178,32.7984953608668,55.8097973748099
0,-1.44333862480948,62.8242302005611,81.7346862166045,101.861081182267,-63.2288538355964,-46.9647887920386,-21.8861789842737,-14.8405630065425,2.83011839082589,23.0190469073427,32.555026582155,12.1880950046262,51.6682519956558
0,0.725087065008898,63.3845955759589,82.034467931317,103.031607904065,-65.5559403272206,-45.5737935166471,-24.0121921548918,-15.5001292066955,2.96223819447875,23.1625618631866,10.6998419815971,32.0413230146663,51.508871415028
0,-4.70542836576034,61.4731840166851,81.0191389231598,101.068095625011,-65.5377342005885,-43.1720090665708,-28.0580453443986,-16.576796629023,2.52590057677647,23.3457436797669,15.5291901103583,34.0458053679145,56.1262752573069
0,-22.2930993446171,62.9094741805352,102.719298433945,81.4182945830767,-65.01769039782,-46.3747709916771,-25.136131801015,-15.1097874405008,2.9830780850535,22.7855564500632,3.97305699741681,28.9249037261625,48.4684015402902
1,0.0498064284908844,62.9313432046436,81.5411755765899,103.868248977797,-66.9100380287173,-47.1142025248042,-25.0388373458057,-15.985242512467,3.03730696150151,22.793610655989,12.3947094181185,33.6454482492636,52.8153779684217
1,-0.33455040779333,63.6883183426585,81.7787137618153,103.346915971527,-62.9220325911799,-44.2494815440798,-26.6049721776409,-16.3440622049397,3.03420960678958,23.0824356425264,9.5069423813609,33.0055671384774,51.2096760117985
0,-2.16529981234556,61.247965678293,82.006365660507,100.548706591046,-64.3361757265592,-46.2249423121303,-22.9678697661137,-15.5455274242649,1.95995423479155,22.7668624917491,31.6655055348465,11.650301177587,53.063803921044
0,-0.520408186389429,63.9678377388031,82.028054745211,103.184305101646,-47.7592454629058,-65.7493122663458,-26.1967663700852,-16.9691374445796,2.73797395328368,22.7641401288224,12.7530070367141,31.6854207921153,53.3014013920759
1,0.756508152051106,64.4288835248007,82.5899696824758,103.906282790506,-63.3715564975088,-46.5339390451756,-24.3021096339001,-16.1959634107266,2.31082398410828,22.6092430864696,12.3238012306115,32.2720023386241,50.6998344325387
0,-0.751665931703914,62.770210342605,81.4155832019651,103.158707184717,-46.6407887429356,-67.0268093172539,-25.776843361689,-16.2463396946764,2.42734120760603,22.5623045866798,10.519707354599,31.0701711216231,54.1661520529563
0,-1.49813970716228,63.412209541517,81.8043748977719,101.555403282208,-64.8138441780615,-47.2262371867325,-23.8457891831856,-14.4474654288195,2.96068732679996,22.8855529927121,12.3923857923203,32.2300893495079,52.1903062953609
0,0.676007059169348,62.7889564050361,81.4544650050314,102.148511263965,-65.9884494824335,-46.1377799614245,-24.5239070647156,-18.6976514519296,3.17076684237627,22.9705611383978,12.5470788920503,33.0814515511785,54.135486017915
0,-3.88971003874447,61.6914215139378,81.2367651691643,99.9702403078013,-65.5016708624763,-43.4867452258639,-24.2537954667665,-16.7458918834194,3.0516292558165,22.3823924314919,12.582724256187,31.3476203943682,53.191360314526
1,-1.74226609865908,62.2220505231933,82.1343398344659,101.635018280907,-64.2555007119883,-43.6206742771272,-23.1554927003969,-15.7395101646233,2.31590987837551,22.4323827099562,12.1771584704313,32.0276227142822,53.3048140031148
0,-1.76490269784784,62.8811893779365,82.0522086048043,101.3908875582,-66.6530192340937,-44.4902569196355,-26.4740952203603,-15.0090216481281,2.97085525949013,23.06968921436,12.2691068380436,32.2153148728815,51.7782231702411
0,-0.891403969571178,62.7413997232262,81.3628468187742,102.460584273956,-65.7308314210475,-47.2082928584626,-24.1256107299679,-16.343263052558,2.95971703836498,22.779592857954,10.1293058533037,31.462582718666,51.8189066435798
0,0.163911948541157,63.1684112468883,82.3002004401237,102.286773082638,-65.4877213914481,-46.6069512554665,-27.3902066631172,-15.5297704266174,3.03392877455078,22.701578480136,12.0958589484314,31.764369950887,53.1296800511135
0,-0.997006537011285,67.3783786193094,83.1109951764374,104.849586685194,-65.6718698799074,-46.1889520091922,-23.9302802461705,2.45802762006382,-15.9083476694645,22.2109653115595,8.0776045153032,30.0140826498998,51.5259938288065
0,-4.2869440456541,62.0172177984076,81.3392985151283,100.189075786139,-67.8270184843201,-45.7924467796023,-28.5112607980759,-16.0883072984398,2.91226835527704,23.0143877400948,13.8211645354803,34.9972308753093,57.2053364187219
0,2.30822406133924,69.6507118393532,83.9108817922248,105.383179713346,-64.9621518053429,-46.1571709436343,-23.39922622199,-16.3043929680986,3.07890531918325,22.631909812184,12.6349096363792,33.0811968315672,52.6241548357162
