"c1","c2","c3","m1","m2","m3","n1","n2","n3","p1","p2","p3"
18.2364717160782,37.6933046163732,56.5953532746352,-80.5443123478178,-63.5073053221524,-42.1849685612264,14.1569069014859,34.2483133703506,54.4507331654987,4.56120145412436,23.9370119885738,44.5001456187448
18.7323964687132,56.9774051786538,38.5712376840001,-63.9500926763319,-79.0093890452934,-39.4260061751991,14.1710567470741,34.3695477726432,54.0751857353047,6.69031458568558,27.2756927488638,45.5757671862872
19.9285964333834,39.4527384840328,59.0349028350206,-79.3570700861929,-61.7401703960778,-41.247028650328,14.9043221587002,34.2954216280463,54.468871131456,6.27236864206938,26.5842576584382,43.8004595424089
21.4470066878561,40.219893871108,60.5037908059897,-79.4778164962403,-64.4064970343353,-39.354798355844,14.7224050202042,34.9913796942276,53.9788499640682,5.48712814682771,25.7301449372584,45.2672189124204
16.4738597322739,36.451895601036,54.8729669016172,-80.9307039016988,-61.9967654108727,-42.9346746213911,15.3479311863946,34.5646060899515,54.4884400383449,5.74094962348815,26.3837127168146,46.3901751826881
19.9032626339843,39.8640919724918,58.4423765773787,-79.1830319327425,-61.2320780103454,-38.6846407983326,14.1250386600721,34.5723257377058,54.4867511834084,7.96218651834357,26.6368607880847,46.3302364973253
19.7888453119653,39.6146576260803,58.1448715241477,-79.5375800492622,-61.4272906973605,-46.3418700394503,34.3662648677346,15.8450492167355,54.5923892510041,5.86203164627557,26.6468095027953,44.9847340282277
19.9824983821592,39.2051691493786,58.2900420739949,-81.2315334671212,-62.5030673213786,-41.8863710081212,14.9719824115188,35.9916944781962,54.4656809119002,5.49898079475892,27.3352292725627,45.026879986615
20.3750547864217,40.1812065617057,59.4734824221395,-78.930922934994,-61.5653543099183,-40.0067489217022,14.1400857763994,34.4745200079922,54.9079670917063,5.6957774684816,25.4290511163218,43.9524891008955
19.8442156940464,39.0906947547767,58.2112480724478,-80.3265532715665,-59.6916245675601,-40.6114307625437,14.4737927597912,34.4998206030761,53.968567348592,4.99089144406517,26.6405799927211,43.8522712566821
19.7107804830268,39.4074046662586,58.7800704177858,-79.8305294065297,-59.7939677107216,-39.1062833940796,14.5684354974472,34.0825145218146,54.7763773294498,7.53606099399474,27.1142046289059,46.6140782856253
19.2590045130487,38.7705041964567,57.5098179864364,-80.0788107024796,-60.4006068916088,-39.8310999940843,14.9703835285766,34.6717470661901,54.8700293126913,5.6179479566161,25.2012698986018,44.5801618459225
20.0808245330297,40.195187427257,59.3773393840867,-80.6912414920387,-58.8983476199213,-40.5528294588499,15.5405610897688,34.5387834959255,54.2816609898158,4.97781285102356,25.1343295659485,43.4692543735499
19.209207059081,38.6792377016934,58.0821769421818,-79.8457576569938,-63.3682057870149,-39.0196700523757,17.3758730506979,34.4105319875181,54.365486556855,6.65631982463914,28.0516714498057,45.0812305982378
21.8604811772113,62.7283670653693,40.902876654586,-79.7179193815985,-62.1629104136491,-39.4216417135408,14.7850518017196,34.7063773348124,54.3419338314012,5.67987688415058,25.6292286250483,45.0929230327023
38.3387840733204,18.9469203220998,58.6783912977016,-80.882890049985,-61.8638137456039,-41.2553428083937,14.8649540841339,34.0895278464442,54.2890413023233,6.48990775854758,27.2563485455081,45.3354342324791
20.5049586078283,39.4941327961927,59.2710322189945,-80.7223459744635,-60.7409256382657,-45.7620879238239,14.9219615287658,34.4042135363974,53.7791491247106,6.29686273758325,27.0587010372719,45.0683703669736
19.5076685583579,38.7218666045009,58.4846679565117,-80.6192579042369,-63.7691037888668,-41.7319480338646,14.1076785065973,34.4709956603783,53.8144106587257,5.7178130018372,25.1334747920191,43.5628641488677
39.0356942056618,19.0454611114681,57.6847241761675,-78.9278933694903,-63.1339183561836,-38.2037745458392,13.8235427621006,34.5850796442397,53.8230939570484,4.36700614360357,24.4932961679852,43.1881222796522
19.7502804717155,40.0817703331138,58.8780677920961,-79.4600341503178,-62.2633819696284,-40.6072594495165,16.7576933090561,33.1854111282525,54.3745893514684,7.54083537549713,27.7857009390551,46.1974800089076
21.0963167879243,40.3480296471744,60.1341748153348,-81.3295110403487,-60.8413818764614,-45.8752902219405,34.509580998773,12.2134574995194,53.6164690786346,4.08625925579151,44.1938266314767,23.8485077839339
20.1337985788471,59.1850127393813,39.17121053864,-79.6383336739042,-58.8682668446602,-39.7667818486737,15.3537059383962,34.4107355040276,53.8340842903631,6.22340861065211,26.2159332639848,45.2556846890594
19.6958298737915,39.0120727158078,57.4456894495657,-79.1428544869829,-43.7022294052869,-61.7756750994483,15.0313869686175,34.53616025841,54.5044227610914,5.42299876273018,27.6437300475598,44.8205877385979
19.8924114553546,38.9320305354407,58.2838619058573,-80.5853962278665,-62.8882595902289,-39.9767733088584,13.8238889225027,34.6466309915261,54.5044518223707,7.12347311436224,25.1167066539774,45.7712662036702
19.4277721203733,39.4834320599464,59.8737934694379,-78.022399218571,-62.840986984425,-36.9733890170856,14.7111160058811,34.4914604141887,54.720918237924,7.16703049793825,26.7248668959096,44.0954712866951
19.9330634581532,39.2839487734234,59.2630614626335,-80.3538013499421,-60.9401663491498,-39.9889538393835,14.6891115681374,34.3480688932317,54.6774412545885,6.58897178177201,45.1986636686415,27.1683119306555
21.0841923450139,39.8547121726847,59.052849094521,-81.9592836826174,-63.2576751653142,-42.9712109460991,14.7002619026229,34.5400631208145,54.0677566285802,6.61100402400324,26.7596190978209,45.0279538852029
19.9922275384018,39.0299864556885,60.4503951340737,-80.8886176413717,-58.8869724614098,-40.5130098916183,12.1428960548122,35.162532429219,55.7596129476278,6.66053797216726,27.7979766602844,45.6564061605149
19.7704704125399,38.8724254967621,59.6867881439224,-79.9207077620003,-40.2629039915682,-59.6577511647838,13.1400280597736,34.8348920829339,55.0014814002072,5.65226535009762,25.1660676512106,45.4348908070686
20.019580476545,39.140819324727,59.9043577490205,-80.8139539549049,-62.7584619926197,-41.2236098670259,15.6291169950556,34.4201155367151,54.6112612981913,7.12611755798291,27.421009638944,45.5748076383731
19.8378729970256,39.0958941848927,58.2193074517728,-80.3023957010325,-62.5549329131439,-40.6809524849725,15.5193385933898,33.1946000483843,54.0259538449605,5.80338580646691,25.9654733871909,45.9567921258083
19.9334049911428,39.2247125409061,59.2488565363494,-80.5556450644771,-62.3479249090464,-40.7785361025743,14.9918284453436,32.982640756415,54.5250860415645,7.0703540578522,26.7694539962366,46.2836428552036
20.4186388091711,39.3376313199062,60.4833625903562,-81.4777816794889,-62.3736597074855,-42.0143344062633,14.0877741218644,34.3634831791279,54.6011100349391,5.56274691925677,25.2399120918904,44.1766218610286
19.918078568615,40.9492649371568,58.9092916010712,-79.5096337382488,-62.3382232092165,-38.7264248808914,15.604553823094,34.6409138800925,53.7853822357137,6.51132489740829,26.7935602357369,45.4496163694342
19.7659563226904,39.0279502740844,59.6673943283066,-80.5459519287428,-61.7334685368853,-40.1940677621914,14.3018790565879,34.031210410058,55.4426403118354,6.13012704622777,26.0983023046798,45.0844832312068
20.0205979758142,39.5265470016753,59.003889927537,-80.9345575641847,-59.5683542850118,-42.82936427406,34.4208501927315,15.7348975669885,54.6156654051854,6.2973496320359,26.2810743320859,45.6220148895423
19.8911410824812,39.5598556698209,59.0668324449787,-80.6687890453019,-61.6635659156593,-40.4735188696515,14.6086023190868,34.6003844646867,54.3829227258749,5.2142469883152,26.2350944482431,43.6316685625952
19.1467959250579,38.4002160998698,58.8039744391824,-81.644315773718,-63.3905471708903,-41.5040075507687,15.5638129773578,34.2609998239455,54.9055484839516,5.24606769864207,24.9726266294967,43.6451465365358
21.6768670650471,40.8756099027716,61.0009345485518,-77.4294000055992,-59.5826082555805,-40.4222996366724,14.5694730120962,34.302706694153,54.4522872128032,6.82341717156773,26.2170689633016,46.3780905559201
19.9391902086092,39.245349595687,59.2676326934293,-61.1634552139574,-81.2427719058432,-41.2035973412803,14.4120244772832,34.4119180217001,54.0611340863456,5.74506989676502,24.9533976657188,44.827107849571
23.5414233448933,41.9438804176501,61.8141665013781,-59.4390591751813,-80.0359265609856,-40.0749005214044,14.2996247079317,33.8284133031072,54.2601486357875,27.4837426309373,6.73925444102029,45.2060790903674
19.8386587452966,39.4856424230207,59.87701280156,-80.9143433292633,-62.0064040469628,-41.0018455475126,15.4264439102785,34.3920793117259,53.8407839051396,5.33930396426978,25.7156634730038,44.5855781859319
19.8748177622839,38.9567096695582,57.9107937272954,-80.4105032647992,-60.1339174571315,-40.2785737669376,15.7612881630516,34.798086166033,55.3859044511035,7.69882073751317,26.3264540814632,45.519367309542
39.1964802069429,19.6818408089456,58.731241556127,-63.4671352637536,-38.8094257399607,-79.4707723040801,15.2958966348842,35.0364666723293,54.5823402906957,25.801534163252,5.44709815700409,45.1066057726533
17.6482067383929,37.5936464612537,56.3231748507851,-79.491091501048,-58.8637405641201,-39.0336011968663,15.3719372814878,35.8977331643353,54.4988013931207,6.22457290325737,26.0078537685648,46.2063910601715
21.0130014100574,40.2301395153091,59.2231076525896,-80.2289131393522,-59.4255474402284,-44.1901320287865,15.2070411006698,34.2960306312478,54.8343923521995,5.26704277634885,44.8539192733962,26.4887097982661
18.9046953960031,38.7564496161703,57.1233776704605,-80.0824402550734,-62.5045500762622,-43.1758585535586,16.4995684920887,33.7222343998977,58.1104838088788,6.03420964041858,26.0669171014922,43.9427177919053
21.2020771551412,40.4617151771882,60.3657317446114,-80.9989925113544,-62.343113721481,-41.2160970844024,13.9535973977889,34.6308304859672,54.5690808736282,6.41440919814911,27.0545386318257,45.0002696954283
19.9999723719301,40.2505091935869,58.7467944466912,-80.8540598937863,-62.4666921057989,-41.1524511643432,14.9865133147195,34.3471130335683,54.3661474162748,6.26759813899608,26.18989013409,44.3320345630635
19.9165909179172,39.0562444641127,59.2277239130898,-81.487029443248,-62.3141736376762,-41.5456471375093,15.4254991176543,34.3959126688174,54.667487047148,7.15090515548547,26.3743705369264,45.6021446809285
19.9797186071305,39.3634487662704,59.714600868171,-79.9198761994726,-62.8503948788917,-39.7933771206961,14.7665172665394,33.4210943184448,53.9318177874877,6.15482305632356,26.7699055235322,45.5306259336072
19.9042402049347,39.1927103005081,59.5022272172914,-80.8630488761079,-60.7905748278468,-40.6348637853177,15.501805636778,54.4783843970547,34.3745016460874,6.18127269662969,26.7162475760441,46.9231329278031
19.7080302258431,38.8048781307035,58.1095326037986,-62.6160063862656,-81.3009363423201,-41.1021002090402,15.3983266542388,33.7055273025753,54.2964083656367,5.35075921154216,25.4070965380942,44.2918455752649
19.8999031747779,39.6682875850851,59.3297961452233,-80.8400335523597,-60.8821329008435,-40.4980866377012,14.3574257843079,33.8171689063883,54.3167857201233,5.75818070751846,26.0907449686065,45.1426364530234
40.0278298445951,19.9625291920778,59.1266201073178,-80.5270037698737,-62.4515235509119,-41.199826573038,14.5933684185436,33.5683926541463,54.0284919116266,26.0025931756187,6.61385310675927,45.7685017606168
21.7149038135589,40.3271672828311,61.6308071069266,-83.1836823510794,-63.3519204747506,-43.5916797520829,13.7607190231883,36.3685095891542,54.6013900800263,5.69740937873962,27.2183593703087,44.6848772849186
21.3885723804216,41.5520619365582,60.3893833183677,-80.3274733398898,-39.9510169044719,-60.8510584158942,14.539798970264,34.2650620226141,54.4872295015616,6.15205209731839,26.0653526973137,45.5499484378839
19.8680743359044,39.1164493416935,58.8841225162748,-81.1274453473455,-59.3916094092022,-44.7730885510147,15.0283224329052,34.3239797283435,54.3549751396291,25.698488815943,5.24136618222609,44.4218661698218
20.7383125201793,39.6339179171119,59.5473864156897,-79.4064900817237,-61.9245186333617,-38.4846567091063,15.4722654411383,34.3053697616542,54.796839526234,6.68931746471023,26.2261365451392,44.9253914214699
19.7366559487524,39.4535116752411,59.4239143071115,-81.6553065606435,-61.6719146497025,-42.3510902957407,14.8429238389195,34.437936041059,54.1113671743274,24.9600191479554,4.46016102139861,44.2187751685737
20.0728430967105,39.6986153116574,58.3395598774968,-79.7457777477269,-58.6412289092873,-40.2019542785102,14.4046469610482,34.1977462866485,55.0563597516213,7.73862891184874,26.1208689659387,45.13442303199
19.9409492281299,39.6861224722288,59.3219864725349,-80.2136512479017,-63.6134676710588,-41.8103989996441,14.52154329022,34.2705627057406,54.6448310802197,7.0225898877733,26.7559164446649,45.0509129437636
19.7256496932625,39.3622401988471,59.3921882198776,-81.2040740631773,-63.0037137335472,-41.0281398859457,14.098008040277,33.877050785165,54.3536096492343,6.85895970657617,27.133969450058,45.4204958829857
20.5539391588899,39.7484083022301,59.4744402541201,-79.8361477388234,-61.1831897138879,-39.6409179065752,14.5244702237679,34.3638215161614,56.4492335554713,4.65201398309533,24.2819781409817,44.3542892425375
20.1289901233466,39.52270422975,58.0842557438188,-80.3227582050873,-61.2889022657615,-40.5957646581941,15.0836905229643,34.4110492943081,54.5729695110246,6.0062190455139,25.1965657110142,44.6780911913231
19.5173849144681,39.3722837393459,58.8383822725288,-79.7438896223464,-63.1675782454283,-39.3346669727065,15.4272794037444,34.6849021117508,54.7780085239237,7.15534576700112,26.2958128654112,45.5798509478334
19.8662037126736,39.5716176749903,59.2449868808592,-80.6096381897213,-61.9829039323636,-40.5516852222555,14.0320586123173,34.9466834977488,54.1257112078592,5.92673557290778,26.4934819410149,46.0830397542447
19.8175194022231,38.9306355775895,58.9586237568454,-80.5439456453467,-62.0100591884546,-42.56234264426,14.9616768324878,34.5832850189494,54.5771061851337,7.71052148854679,26.8623637425018,46.2917854144847
19.371797852855,39.4674093505179,58.0782679036864,-79.6958566132477,-61.7510355521931,-39.9815678341042,18.2909829883387,35.0013172275412,54.2913956142973,6.24000092724076,24.9329498238745,44.3578482288702
19.602093454469,39.0522501421222,58.6882881263513,-80.8818170272902,-63.1501503704371,-47.9198671534056,13.9870585422544,34.4261473639813,55.2919998753665,5.80006709328701,23.9974238987414,44.9439751593703
19.888918941224,39.1128792215941,58.6112887599271,-79.9905986739383,-62.4362885746165,-40.6349451686483,15.6925929849506,34.6862466113621,54.6127964811668,6.96177913482536,25.7488108732847,44.8640249448776
20.0786733508955,39.6069523895798,59.6293886898139,-81.5116915741165,-60.5247100517523,-43.0632094960453,15.4195927064158,34.3953274543641,52.8492117767854,6.53329971451679,27.5458904289605,45.5980783269068
19.3948364488152,38.7936082570246,56.9972629127181,-80.0137517154906,-62.0717607673227,-40.1941367171604,16.1575624835008,34.7791612023264,53.2634619886151,5.5356016818739,25.9031343200176,45.3314631244296
20.1009842522755,40.6039094267083,59.4428383354447,-80.8578660703003,-60.3463203939705,-41.3356393287406,14.0513514371086,34.4993519017846,54.877574921974,6.10754247921809,45.4070897212226,25.5423689253561
19.715664172895,39.2177478741428,57.8641295263103,-80.1954482234017,-62.2919643842227,-40.7891639053377,16.606135152045,34.3244690825925,54.7220173673941,6.79343566736918,26.801220107276,44.9947572974482
19.9019650536128,38.9441630662365,58.9700198292613,-80.7044591873376,-61.4425045948509,-41.0153593779925,15.3066998380458,34.4220924219249,54.5134160138701,7.43878028649624,26.8367727070701,45.535773427129
21.205154610675,40.2557088075797,59.9502114381666,-80.2695474542572,-62.5246943653438,-40.936731050092,15.8781315248766,34.7309740177518,55.261439004753,5.55168046173375,24.6507690641446,45.5758629715579
20.016839705861,39.5224048647533,58.2190244334601,-80.1465077366524,-41.0347442945407,-61.7201484454666,14.8222646872965,34.3484742499694,53.6997434836589,5.52881280093297,25.940306182484,44.9936569620957
19.8717080721832,39.1194000306116,58.7543461022153,-80.2817771362022,-62.1616177512801,-40.8028920978876,15.3384233928351,54.7904791730876,34.3418757392595,5.41737113738684,24.19625878129,44.2114558502041
21.0169261300365,39.8786510713747,60.1828102316952,-80.786450555866,-58.8996539837249,-41.4189373582345,15.8506741965451,34.4430084003636,54.1753822257768,6.9153175365455,26.3758302010976,45.3914967756035
38.4527506746936,19.0226335344901,57.6164839216386,-79.0922426416884,-61.4897797661835,-40.181500351077,13.9103625785231,34.5396927494255,54.6452589785802,5.19344395467565,25.8297469233113,44.6552332731945
19.8046405538062,39.9232789720044,59.2307819546397,-79.0601426476529,-60.5456305235247,-38.2682791913924,15.9635085763499,53.5166955440155,34.6512548683857,4.40765158370814,25.0673194450155,43.9123266741679
19.4953540272151,38.8342650189566,58.7249485466757,-80.9116425680612,-61.3247749924866,-41.4949971130703,13.7457191238648,34.6462009698864,55.0052655701144,7.25854733920354,26.1438097315156,45.8766417169214
19.793851377061,39.4736347355087,59.0132640550332,-79.0024297845009,-60.8389283258469,-38.4428914173966,15.1764573145266,34.2102629992998,54.559392283253,6.08557381319448,26.5418042252525,45.1178952622475
20.1056567251611,39.5745581036554,59.280199228369,-80.3205735803236,-64.1168586841358,-39.9799386325453,14.8158087275522,31.8835404769864,54.5994083189236,7.62222398007374,27.6828514134167,45.9857758768677
19.5969284510875,58.4884351804174,38.9071402667639,-80.7286368931369,-60.1471313139126,-47.0281657248669,14.1296467762188,34.3434854842669,54.0565658015852,6.50148617770816,27.287511034683,44.5355581629038
19.9873730575881,58.7437317646622,39.5217962544376,-80.0757190630003,-58.6400521606484,-39.3637644567855,14.6812416225412,34.4719242661077,54.8472451315991,5.61847731319085,26.8423494522015,45.6288848498114
19.0041742936094,38.7265060309733,57.4771588734379,-81.0805036494433,-61.2184835862135,-41.1892706162084,14.6338524696298,34.4151779765742,54.4526338135602,6.92513765185282,27.097479137293,45.3865218980561
19.7040699853781,38.7830807475124,57.1540534054597,-79.6247934227451,-61.0641943925787,-39.3808480072014,14.8884550856108,33.7728231759841,54.7530555676335,6.45769702964845,26.8021086573761,44.6902623339982
20.2078822297153,39.3259469479276,59.9154914386446,-80.955198867279,-61.803935420714,-41.7978726766116,15.9176737588857,34.4916028203819,54.5430153128852,6.66942751225377,26.2297005757203,45.0921620352215
20.0619903108283,39.229165102886,57.9298549008922,-80.5215266247156,-42.7390852849857,-62.4467414226011,16.7581826287082,34.4467788163476,54.8560259356693,7.28402285095346,26.8187080091147,45.5206317526946
19.5892913018218,38.93925696742,59.0256177899493,-80.0660130006686,-57.0410502819019,-39.5413105735992,14.4532736558135,34.3070388434981,54.7434541229934,5.29996301482594,25.6730052887015,45.2036821847124
19.7603439173065,39.5858037231171,58.9183839164466,-79.869806027505,-60.747785010966,-39.7328980595771,14.6668121431326,33.6821809435707,54.3539904954478,7.44037444104632,27.3262287973235,46.726220652356
19.8524114005347,39.869035496022,58.7094324374926,-81.8773551736126,-59.6679794718171,-43.6768008468062,15.2292642433795,34.4197160104022,56.8120036015662,7.17348550297432,28.6952878420478,45.7983865035736
19.2910091037811,38.58122302499,59.1402179018887,-79.756547467971,-58.2974566234854,-39.2649673557898,15.4968297928853,54.3081190731229,36.8697684556632,6.3876348030552,45.4146938364105,27.2306838747613
19.8350054106486,39.8326851924149,59.8252101739693,-80.1154402724869,-62.1374073393683,-40.7723650350248,14.5950920337486,34.2465464444911,53.8089013059464,6.50171922720323,26.8249622597018,45.8932805902167
19.2545441790486,38.6165055741303,57.8082097207004,-79.8405371248808,-62.2476577791373,-42.3059984362599,11.8454825276478,34.4122700814434,54.5257454163915,6.46487992248165,28.2940700704,45.709956242866
19.8079394166601,39.2142210725687,58.5837352759649,-79.9018835133882,-63.8636986307634,-39.9419245438627,16.2820125374253,34.396475748013,54.4079551080454,5.45227817298877,26.7398032859211,44.530162864963
20.1031049518053,39.5177740210871,57.4667794785882,-80.3244033942853,-60.7910105855173,-42.9655021994152,13.8792917531654,34.7800096597704,55.1966243364028,6.24904207679121,26.3463658287957,44.4196996140689
20.8661394387535,40.367436264077,59.9926862095975,-79.8608827076456,-61.9182327564011,-40.283795625724,14.7944067715599,34.8638224279776,54.6036420038763,6.35994798237763,26.0145392778205,45.4072861125999
19.7711797142572,38.8387858869764,58.2995792041413,-78.7186105262304,-59.9399230312986,-37.9715748108041,18.3252291408966,34.4340880659236,54.9477390321202,5.6633950392815,26.9977904726274,44.7426770945238
19.898174240593,39.0203688161912,58.8323657883781,-81.0678110217002,-62.0584445911605,-40.975886542278,15.591494816015,34.1499141698027,53.9415618334365,4.10166319835311,23.8884789939138,43.7807886244724
18.6570150449837,38.0948598241319,57.1504260227771,-79.3725896117902,-62.2841393932127,-42.4668704287307,14.8821301395234,34.7011807877844,54.3227466848297,6.33835156215778,28.0893959239455,45.0499563855172
20.532909407403,40.6208575541686,61.1839437626731,-59.4361617333067,-79.8254547034342,-39.9899950196135,15.3260375965074,35.6542210581292,54.2031595516533,7.12820108347092,28.3097591138238,45.4659340326933
20.0678040645728,39.2859122015666,59.6344821325414,-80.2775339738887,-63.1482605267563,-39.8686051228797,15.1505015727391,33.367376904588,55.9834745482078,6.24785961164283,26.5182777035626,44.9453183907241
19.1786724675875,38.9593600220712,58.1928033448068,-80.1393536241828,-63.7278661830508,-39.6890358178685,15.1417110120324,34.4392013900584,55.2520247798947,4.31512527009093,23.623010112799,43.5431571183706
19.9941361346918,39.4137642804201,57.0507466134359,-79.8032742529529,-59.47780300708,-41.4089688424355,14.2786654963476,34.5898271984369,53.2031961747284,7.36190886202565,26.7911610765892,44.8704024579055
38.8232344877408,19.442945805676,59.0133690744631,-81.2658776680444,-62.5724668719224,-43.0441776875917,15.4775791975252,34.4632872094799,54.1456328424659,6.05570668684185,27.829206970478,44.9867262198929
19.9196230643503,59.3973853148504,39.148097417677,-80.4664455858892,-63.8849338306539,-43.4411857247945,15.364516476052,34.4210230302314,55.3161015001807,5.45723969719919,25.64451306533,44.3022946275949
19.9063130736951,39.0656956591627,59.5552659263175,-80.8953417119985,-63.4413572369495,-41.1134859555505,14.7249090589173,34.2420189280502,54.437193245978,4.60010201574696,24.1930746215945,45.2751019074285
